id,label,count,relevant,event
Q1797440,lean-to,6,,
Q17525344,heth,6,,
Q17525358,teth,6,,
Q3774758,sectarian violence,6,,
Q61748301,friendly tournament,6,,1
Q82818,railroad switch,6,,
Q1882685,mechanical device,6,,
Q595801,alphabet book,6,,
Q693842,votive church,6,,
Q7157865,peak organisation,6,,
Q255232,pragmatic sanction,6,,
Q88669536,local museum network,6,,
Q5015558,Cabinet of Singapore,6,,
Q1630626,European Team Championships,6,1,1
Q150962,Synechococcus,6,,
Q23683425,NMHH rating category,6,,
Q24198315,UEFA Euro 2016 Group,6,,
Q26714841,human in Steven Universe,6,,
Q24262056,Wikidata property for Wikivoyage,6,,
Q6536648,Block,6,,
Q1039805,Uvala,6,,
Q10384156,NPN transistor,6,,
Q268205,plinth,6,,
Q1128796,uncountable set,6,,
Q100134439,anthropomorphic polar bear,6,,
Q14191429,Premier Badminton League,6,,
Q18691530,biological census,6,,
Q45899305,electoral district of the Parliament of Catalonia,6,,
Q333904,gui,6,,
Q3312607,regional unit of Egypt,6,,
Q28980086,RTC film classification category,6,,
Q837185,kaftan,6,,
Q569289,fluyt,6,,
Q1734500,karst lake,6,,
Q1206714,cantina,6,,
Q47311391,LSWR Gem class 2-4-0,6,,
Q41150948,"Anatomus A. Adams, 1862",6,,
Q41153043,"Cytherea Lamarck, 1805",6,,
Q14905682,modulation by virus of host cellular process,6,,
Q14866196,phosphatidylinositol biosynthetic process,6,,
Q44484274,Brunei Language and Literature Bureau library,6,,
Q97798405,elemental in a work of fiction,6,,
Q170355,Indigenous Australians,6,,
Q106518893,entity in event,6,,
Q50314215,Constituency of Regional Councilors of Yunlin County,6,,
Q42866965,splice acceptor variant,6,,
Q33123,proteolysis,6,,
Q53865005,conifer,6,,
Q54831793,constituency of the Regional Council of the Biobio,6,,
Q55633982,dictionary of the Finnish language,6,,
Q55414303,Eco,6,,
Q33112019,state suburb,6,,
Q316490,funeral director,6,,
Q422572,Yugoslav World War II monuments and memorials,6,,
Q3393867,seafood market,6,,
Q56477754,electoral ward of Playford City Council,6,,
Q56477851,electoral ward of Melville City Council,6,,
Q56682106,Race Horizon Park 3,6,,
Q336221,jeweler,6,,
Q91914,flak tower,6,,
Q816745,rapier,6,,
Q10289,barrel,6,,
Q635966,Dive Coaster,6,,
Q1072780,Provincial Reconstruction Team,6,,
Q5597179,graphical user interface element,6,,
Q57003917,Macau Team Badminton Championships,6,,1
Q68066457,Lithuanian Women's Team Badminton Championships,6,,1
Q68573177,Wikidata property related to video game streaming,6,,
Q23034750,first Monday in December,6,,
Q51156342,first Saturday in September,6,,
Q72839852,organic heterotricyclic compound,6,,
Q427249,community-supported agriculture,6,,
Q85789143,nikkomycin,6,,
Q27230195,fictional orangutan,6,,
Q2414505,Melaka Governor Cup,6,,
Q504779,kasaya,6,,
Q11605103,"Bulletin, memoirs",6,,
Q615403,tin whistle,6,,
Q163759,horn,6,,
Q1066582,fine-art photography,6,,
Q93251355,proximity contact tracing,6,,
Q50601640,Rally Botafumeiro,6,,
Q91685710,maintenance unit,6,,
Q94635434,Municipal Council of Kythrea Municipality Elections,6,,1
Q94679999,Municipal Council of Akanthou Municipality Elections,6,,1
Q94694487,Municipal Council of Kyrenia Municipality Elections,6,,1
Q94694569,Municipal Council of Karava Municipality Elections,6,,1
Q96382832,destroyed mosque,6,,
Q207391,Apollo asteroid,6,,
Q6467161,Labor Courts of Israel,6,,
Q7930708,village council,6,,
Q1140140,mainland,6,,
Q172736,katana,6,,
Q5082128,mobile device,6,,
Q60466874,fictional museum,6,,
Q96343424,fictional laboratory,6,,
Q1363768,amalgamation,6,,
Q1635923,champagne stemware,6,,
Q27684043,Vuelta a Colombia Femenina Oro y Paz,6,,
Q12012294,tōrō,6,,
Q1979684,korma,6,,
Q10883050,clothes closet,6,,
Q106373589,fair copy,6,,
Q1293141,Bimarestan,6,,
Q1051265,instant noodle,6,,
Q2618571,maktab,6,,
Q15132612,unit prefix,6,,
Q421069,intertidal zone,6,,
Q303028,MoneyLion 300,6,,
Q2436669,platform,6,,
Q108940634,group of geos,6,,
Q109645866,bum tour,6,,
Q25634299,gastronomic brotherhood,6,,
Q111036157,Leicestershire Badminton Championships,6,,
Q111291120,Ontario Badminton Championships U23,6,,
Q111311457,Berlin Revierförsterei,6,,
Q17525296,gimel,6,,
Q80592893,modal text editor,6,,
Q15058985,province of Pakistan,6,,
Q15075845,raw material,6,,
Q109542585,rocket family,6,,
Q105518754,official birthday,6,,
Q15022033,transatlantic liner,6,,
Q21198401,allotrope,6,,
Q26958703,anatomical museum,6,,
Q13218357,city of California,6,,
Q435922,Chinese unit of measurement,6,,
Q1788752,kongsgård,6,,
Q61707781,network of spacecraft communication facilities,6,,
Q283770,vulnerability scanner,6,,
Q3237872,fundamental rights,6,,
Q20992031,abandoned airport,6,,
Q2271303,Scythe forges,6,,
Q873000,canzone,6,,
Q2133327,Q2133327,6,,
Q207956,Andorra in the Eurovision Song Contest,6,,
Q653475,X display manager,6,,
Q181008,jigsaw puzzle,6,,
Q56398233,magnesium compound,6,,
Q27021481,formerly proprietary software,6,,
Q3091606,Supreme Soviet,6,,
Q251741,reconnaissance,6,,
Q174864,elegy,6,,
Q17351862,township of Utah,6,,
Q2472221,Clarins Open,6,,
Q17134316,law book,6,,
Q3535331,Toyota Championships,6,,1
Q15700667,professional wrestling school,6,,
Q3905636,pirofrigate,6,,
Q962741,roll of arms,6,,
Q7575677,Speedway Grand Prix of Scandinavia,6,,
Q1980965,Players Championship Finals,6,,1
Q23662496,race series,6,,
Q104819854,Mechanized Infantry Division,6,,
Q2141106,email filtering,6,,
Q19362195,geostationary satellite,6,,
Q13418006,company store,6,,
Q2123557,quiz show,6,,
Q28115446,act of the Parliament of Western Australia,6,,
Q106546316,Wikimedia media franchise discography,6,,
Q25917186,coordinated terrorist attack,6,,1
Q13648784,terror,6,,
Q8188561,letter case,6,,
Q15955535,Laestadia Auersw. (1869) non Kunth ex Lessing (1832),6,,
Q11499011,Broadcaster,6,,
Q1030987,Intervision Song Contest,6,,
Q2121955,trip hammer,6,,
Q3643984,BRD Brașov Challenger,6,,
Q12769393,end,6,,
Q692114,Velothon Berlin,6,,
Q2101516,political police,6,,
Q29167934,labour inspectorate,6,,
Q1895928,supercup,6,,
Q36962099,cultural heritage identifier,6,,
Q18413542,Nottingham Open (women),6,,
Q928812,Spanish Organic Law,6,,
Q6804271,meat market,6,,
Q1368524,surge tank,6,,
Q23015153,provincial income class,6,,
Q1136790,cotton gin,6,,
Q29885033,cosmetics manufacturer,6,,
Q54471221,former bus station,6,,
Q103812671,anatomical entity type,6,,
Q25691,crocodile farm,6,,
Q45222314,Q45222314,6,,
Q64689341,small arms manufacturing company,6,,
Q99772897,anthropomorphic unicorn,6,,
Q3117934,special orthogonal group,6,,
Q56477704,electoral ward of Burnside City Council,6,,
Q38288666,ambassador to Djibouti,6,,
Q2242136,animal mummy,6,,
Q1182913,Nalley Cars 250,6,,
Q65038075,rakkakuoppa,6,,
Q26269989,degree of difficulty,6,,
Q109622131,Wikidata property for authority control for football matches,6,,
Q2066674,mill museum,6,,
Q187021,fiscal policy,6,,
Q646293,informal organization,6,,
Q93306595,Mayor of Germasogeia Municipality Elections,6,,1
Q94674325,Municipal Council of Morfou Municipality Elections,6,,1
Q1231959,pedal harp,6,,
Q71419357,organic hydroxy compound,6,,
Q24031608,Cabinet of Ministers of Kyrgyzstan,6,,
Q133771,insectarium,6,,
Q11828862,clothing industry,6,,
Q869381,flowerpot,6,,
Q26869695,diet,6,,
Q108573025,bauerane triterpenoid,6,,
Q106493625,Lepidotes laevis,6,,
Q63959402,technical manual,6,,
Q107421473,Tour of Samoa,6,,
Q1418201,Finland-Sweden athletics international,6,,
Q26696664,Wikidata property for identifiers in registers of goods and services,6,,
Q28969364,plant material,6,,
Q45782,aquarium,6,,
Q94532151,oilfield service company,6,,
Q29175,derivative,6,,
Q1385389,Extra-provincial Anglican churches,6,,
Q3392263,Rules of Chess,6,,
Q44106280,idempotent function,6,,
Q16239032,ministry of the colonies,6,,
Q35145743,human-made landform,6,,
Q3412198,consortium of universities in France,6,,
Q1069698,Major League Baseball All-Star Game,6,,
Q2964436,H chondrite,6,,
Q1361181,role-playing,6,,
Q299795,ATP Tashkent Open,6,,
Q3707858,type,6,,
Q1206110,operator,6,,
Q907666,bar examination,6,,
Q137655,periodical library,6,,
Q42899902,historic hotel,6,,
Q2368444,Kollel,6,,
Q231842,special purpose entity,6,,
Q55726155,financial district,6,,
Q38135935,ambassador to Vanuatu,6,,
Q4065173,English name,6,,
Q10271596,parliamentary election in Madeira,6,,
Q11915432,Q11915432,6,,
Q3643283,Boyd Tinsley Women's Clay Court Classic,6,,
Q29959075,housepit,6,,
Q27997365,Tour of Guangxi,6,,
Q124490,violence,6,,
Q64526023,Q64526023,6,,
Q106668248,labor newspaper,6,,
Q109562738,angeolide,6,,
Q107500505,fictional year,6,,
Q189265,atrium,6,,
Q109593182,province of the Order of Preachers,6,,
Q1424620,motorhome stopover,6,,
Q5283489,administrative territorial entity of Mauritius,6,,
Q479215,Enschede Marathon,6,,
Q61702941,national rugby sevens team,6,,
Q3902101,Q3902101,6,,
Q785675,Road church,6,,
Q66480643,Wikidata property related to box office,6,,
Q1503232,Q1503232,6,,
Q21102626,oxidative DNA demethylation,6,,
Q51156306,fourth Sunday in August,6,,
Q1711454,Yugoslavian Junior Badminton Championships,6,,1
Q4994929,WikiArabia,6,,
Q61088797,mukim of Sabah,6,,
Q22704045,Maldivian parliamentary election,6,,1
Q33120876,Wikimedia content project,5,,
Q23718,cardinal direction,5,,
Q110551384,Q110551384,5,,
Q61980648,urban district of Hesse,5,,
Q106079704,independent component city,5,,
Q202216,overseas department and region of France,5,,
Q18600372,borough of Dresden,5,,
Q732744,chemical classification,5,,
Q205805,conservation law,5,,
Q24534061,Norse mythical humanoid race,5,,
Q1565388,luminous infrared galaxy,5,,
Q12102963,city specifically designated in the state plan,5,,
Q86602567,xB,5,,
Q13426043,volcanic arc,5,,
Q15101896,asteroid classification,5,,
Q117073,romanization of Chinese,5,,
Q15304003,country of the Kingdom of the Netherlands,5,,
Q62326,region of Denmark,5,,
Q1974312,cleaning product,5,,
Q858330,romance novel,5,,
Q2537421,LGBT slang,5,,
Q57362,autonomous region of the People's Republic of China,5,,
Q842397,web feed,5,,
Q4835091,territory,5,,
Q1135571,solid rocket booster,5,,
Q746183,ketone bodies,5,,
Q15646667,administrative territorial entity of more than one country,5,,
Q23691297,knowledge crystal,5,,
Q28942,town privileges,5,,
Q98533657,Organisationsbereich,5,,
Q9339746,mother sauce,5,,
Q2095472,Rallye de France Alsace,5,,
Q3586152,Episcopal Church,5,,
Q41873360,Q41873360,5,,
Q184246,moon of Pluto,5,,
Q107124887,digital media format,5,,
Q516239,nau,5,,
Q30972056,halide anion,5,,
Q40357935,historic village,5,,
Q3382117,chemical phenomenon,5,,
Q380677,thermoplastic,5,,
Q157957,perennial plant,5,,
Q1564767,National Geotope,5,,
Q45909448,federation of political parties,5,,
Q21886169,men's magazine,5,,
Q2526135,security,5,,
Q38618822,nymph in Roman mythology,5,,
Q1855859,popular front,5,,
Q2743798,unbarred spiral galaxy,5,,
Q1401891,viennoiserie,5,,
Q1964442,taxation,5,,
Q2067184,Bulgarian Empire,5,,
Q28922893,reflective programming language,5,,
Q3392253,motions of the Earth,5,,
Q17851193,opera cycle,5,,
Q1225911,intercalation,5,,
Q444835,virtual world,5,,
Q17437818,riyal,5,,
Q270496,administrative territorial entity of Pakistan,5,,
Q20203507,viceroyalty of the Spanish Empire,5,,
Q30322382,pattern,5,,
Q1366475,effects of nuclear explosions,5,,
Q1494322,legal service,5,,
Q5157582,computer security model,5,,
Q98400269,system-level package manager,5,,
Q13419255,hypertext encyclopedia,5,,
Q28468127,target audience for manga,5,,
Q205178,child prodigy,5,,
Q268547,roof tile,5,,
Q3737844,binary function,5,,
Q11496901,hand game,5,,
Q1683337,nishiki-e,5,,
Q41118,quotient,5,,
Q779419,lending library,5,,
Q7805266,time and fate deity,5,,
Q29556,civil liberties,5,,
Q1303415,cohort,5,,
Q59341087,town in Nova Scotia,5,,
Q375677,RGB color space,5,,
Q835439,Great Awakening,5,,
Q266328,joining technology,5,,
Q1127742,national day of mourning,5,,
Q452393,Vierkanthof,5,,
Q183368,invasive species,5,,
Q156611,Free Corps,5,,
Q1132623,online help,5,,
Q13466456,house of millions of years,5,,
Q22669552,Namibian general election,5,,1
Q36602,order,5,,
Q2259731,Schülerverbindung,5,,
Q12347386,Esperanto museum,5,,
Q167198,amine,5,,
Q274493,antiseptic,5,,
Q274579,preservative,5,,
Q61641151,cyfluthrin,5,,
Q425094,fluorocarbon,5,,
Q622311,acid salt,5,,
Q24060765,animal organ,5,,
Q452440,merger,5,,
Q820084,mountain park,5,,
Q206021,flight,5,,
Q504353,greedy algorithm,5,,
Q83323,fertilizer,5,,
Q51406,gay pride,5,,
Q194173,water clock,5,,
Q13410431,county of Hawaii,5,,
Q12014176,region of Turkmenistan,5,,
Q848813,Chinese pavilion,5,,
Q11663,weather,5,,
Q50413986,specialty use of chemicals,5,,
Q764768,irregular chess opening,5,,
Q17587776,aspect of sound,5,,
Q208465,buffer solution,5,,
Q222249,civil law,5,,
Q1307779,integrated municipality,5,,
Q2528130,conic projection,5,,
Q30337878,Lateran council,5,,
Q3149562,Q3149562,5,,
Q3032133,district of Canton Thurgau,5,,
Q7208923,Poland at the FIFA World Cup,5,,
Q10786901,compromise planned language,5,,
Q4650799,audio signal,5,,
Q841176,Voskhod,5,,
Q109328766,military library,5,,
Q1625763,wooden tower,5,,
Q5073812,character from Portal series,5,,
Q1416259,body psychotherapy,5,,
Q2141565,situation,5,,
Q769431,BH Telecom Indoors,5,,
Q98059111,roller coaster model,5,,
Q17277414,administrative region of the canton of Berne,5,,
Q10277595,Q10277595,5,,
Q3032119,district of the canton of Basel-Land,5,,
Q16851252,Sweden at the FIFA World Cup,5,,
Q47516567,sport shop,5,,
Q1427313,mythological bull,5,,
Q184754,string,5,,
Q3953379,superior graduate school in Italy,5,,
Q852784,diving equipment,5,,
Q2499099,Thyroid function test,5,,
Q830248,animagus,5,,
Q24384357,Turks and Caicos Islands general election,5,,1
Q732177,sacred vessel,5,,
Q11255,Microsoft Office,5,,
Q8117675,signal corps,5,,
Q7170392,persistence framework,5,,
Q2303697,sorting,5,,
Q267136,database model,5,,
Q63245050,human-powered submarine,5,,
Q2298624,soldier's song,5,,
Q821870,night elf,5,,
Q849730,Soviet space program,5,,
Q1430466,escape,5,,
Q109732621,individual transportation,5,,
Q106905561,financial statement metric,5,,
Q535695,cellular network,5,,
Q4212085,Kanazukai,5,,
Q1401527,public holidays in Russia,5,,
Q99250424,septet,5,,
Q280741,FIBA Women's Asia Cup,5,,
Q548492,classification of wine,5,,
Q12018175,geomorphological subprovince,5,,
Q18386893,passenger line,5,,
Q193514,deformation,5,,
Q1418040,synthetic resin,5,,
Q1477711,globster,5,,
Q3397551,built-on bridge,5,,
Q245596,cycle,5,,
Q105765460,Russia fleet,5,,
Q3239205,district of Kenya,5,,
Q1491044,gaff rigged schooner,5,,
Q161341,airborne early warning and control system,5,,
Q107009743,aircraft manufacturer,5,,
Q2146862,Q2146862,5,,
Q422742,form of life,5,,
Q752404,Buddhist councils,5,,
Q17277975,Amtei of the canton of Solothurn,5,,
Q21550629,former body of water,5,,
Q56850094,fictional sports team,5,,
Q11619980,Chinese regional cuisine,5,,
Q56425403,group of stars,5,,
Q874311,heavy equipment,5,,
Q33082993,class of fictional robots,5,,
Q25929318,disk cloning software,5,,
Q2308614,memory module,5,,
Q5999051,illegal sport,5,,
Q96278015,temple of Anahita,5,,
Q686831,book design,5,,
Q23056934,church,5,,
Q30339232,sector of Chișinău,5,,
Q3542199,Roman tunnel,5,,
Q1747121,flaw,5,,
Q1977825,algemeen nut beogende instelling,5,,
Q1391014,faceted classification,5,,
Q390585,agar diffusion test,5,,
Q5194727,curia,5,,
Q2091807,tar pit,5,,
Q557677,primordium,5,,
Q181517,theodolite,5,,
Q1074150,shogunate,5,,
Q2739432,road pricing,5,,
Q141090,encryption,5,,
Q634997,proposed top-level domain,5,,
Q677371,geode,5,,
Q12132769,oil and gas field,5,,
Q1487455,graphical user interface builder,5,,
Q1734134,carnaval parade,5,,
Q5401282,magazine format program,5,,
Q1755512,duality,5,,
Q193470,gas turbine,5,,
Q3456796,Q3456796,5,,
Q1331926,decision making,5,,
Q1430419,Q1430419,5,,
Q105151488,Wikipedia controversy,5,,
Q6618808,emergency special session of the United Nations General Assembly,5,,
Q67206109,old catholic diocese,5,,
Q1836494,robot competition,5,,
Q22833321,international championship series,5,,
Q1265865,enclosed roller coaster,5,,
Q88308215,United States federal medical center,5,,
Q38112,forestry,5,,
Q1129232,controlled flight into terrain,5,,
Q70106993,Q70106993,5,,
Q1457467,Cemetery for the nameless,5,,
Q641364,Christmas decoration,5,,
Q120200,ephemeris,5,,
Q77094271,card game term,5,,
Q25317694,1958 FIFA World Cup team,5,,
Q1144996,main-belt comet,5,,
Q1570591,semi-rigid airship,5,,
Q4272038,Humans,5,,
Q686697,tide gauge,5,,
Q1066186,study of history,5,,
Q131154,hoe,5,,
Q2228072,knot polynomial,5,,
Q13085,sandstone,5,,
Q1330734,virtual file system,5,,
Q432536,brass quintet,5,,
Q5567094,glass bottle,5,,
Q1246687,group of cheese,5,,
Q58326331,information service provider,5,,
Q11723795,item,5,,
Q2015912,Offizierhochschule of former DDR,5,,
Q485228,family register,5,,
Q16089841,zero object,5,,
Q161172,ring,5,,
Q239617,dinghy,5,,
Q1192539,medical terminology,5,,
Q1058438,risk assessment,5,,
Q54485824,mythological feline,5,,
Q1826986,Soyuz 7K-TM,5,,
Q3312438,informal fallacy,5,,
Q701555,Sachsen Tour,5,,
Q24457192,eddic poem,5,,
Q853725,social relation,5,,
Q1754598,cross-country skiing trail,5,,
Q519924,State Command,5,,
Q1805717,Laos International Badminton Championships,5,,1
Q11082837,volute krater,5,,
Q105044823,publisher,5,,
Q5873,sexual intercourse,5,,
Q3130655,Haarlem Baseball Week,5,,
Q1857766,current affairs,5,,
Q2416712,theming,5,,
Q215414,foam,5,,
Q110295396,type of musical instrument,5,,
Q59274594,Luthereichen,5,,
Q4862348,polymictic lake,5,,
Q13641126,community and regional governments,5,,
Q1141640,Fieldbus,5,,
Q223571,space suit,5,,
Q27517161,Q27517161,5,,
Q514999,alpine subgroup,5,,
Q42042,shamanism,5,,
Q189656,disinformation,5,,
Q6807027,Meditative postures,5,,
Q2076487,organic law,5,,
Q2185387,boezemgemaal,5,,
Q6071413,Irish clans,5,,
Q893210,boot sector virus,5,,
Q1531252,Penang Open Badminton Championships,5,,1
Q20683379,district of Transnistria,5,,
Q12131673,Locality,5,,
Q16191831,pink diamond,5,,
Q19189865,stage orchestra,5,,
Q21051254,Einhof,5,,
Q1643757,higher municipal association of Germany,5,,
Q64514668,ska band,5,,
Q2271146,World Senior Chess Championship,5,,1
Q42962623,fictional order of chivalry,5,,
Q591022,method of detecting extrasolar planets,5,,
Q1370066,minor league,5,1,
Q56296786,heritage monument,5,,
Q1279569,Strasbourg Badminton Masters,5,,
Q2354107,Reverse-Flash,5,,
Q19345241,patrol submarine,5,,
Q4218455,qualification,5,,
Q2964234,food crisis,5,,
Q456579,Q456579,5,,
Q219261,CAF Champions League,5,,
Q1528578,Forest Hills Tennis Classic,5,,
Q17542970,marriage law,5,,
Q299640,Ostrava Open,5,,
Q766199,UCI Cyclo-cross World Cup,5,,
Q1401536,menagerie,5,,
Q1970779,Q1970779,5,,
Q7574919,specialized municipality in Alberta,5,,
Q15731071,character from Tolkien's legendarium,5,,
Q188520,classical element,5,,
Q19623,Shi'ar,5,,
Q66601228,area of law in Germany,5,,
Q4426538,Community Development Council,5,,
Q2178284,Belgian government formation,5,,
Q1517334,World Rhythmic Gymnastics Championships,5,,1
Q748822,private press,5,,
Q293849,demand-responsive transport,5,,
Q2062145,Q2062145,5,,
Q7935198,virtualization engine,5,,
Q7448010,self-administered zone of Burma,5,,
Q4162315,discount card,5,,
Q1525071,universal encyclopedia,5,,
Q29568791,Unda Ponomarenko (1977),5,,
Q19776678,steam corvette,5,,
Q78514460,fictional gopher,5,,
Q11986619,lifestance organisation,5,,
Q18586263,Q18586263,5,,
Q886568,Blood money,5,,
Q55427767,reproductive toxicant,5,,
Q2835959,health insurance organisation in Belgium,5,,
Q1737230,Cavalry Division,5,,
Q105836175,Alpine Chasseurs Battalion,5,,
Q63091325,French helicopter regiment,5,,
Q2246189,justiciarate,5,,
Q5659726,government agency,5,,
Q2875704,fixed-wing aircraft,5,,
Q1981968,heuristic algorithm,5,,
Q66312162,bishopric,5,,
Q17189807,baou,5,,
Q2914277,moral panic,5,,
Q961603,Jewish history,5,,
Q2901462,municipal library with regional vocation,5,,
Q7552854,sociology of health and illness,5,,
Q13580385,geographical marker,5,,
Q104927923,furniture model,5,,
Q169956,Women's Junior European Volleyball Championship,5,,1
Q171184,phylogenetics,5,,
Q29042946,Organ of the Paris Commune,5,,
Q22948347,early Quranic manuscript,5,,
Q3121999,Constitution of Haiti,5,,
Q4025884,concrete number,5,,
Q5282763,dissenting academy,5,,
Q3359078,oxycation,5,,
Q67064711,Q67064711,5,,
Q604748,responsory,5,,
Q1149963,movement,5,,
Q15547961,multimedia software,5,,
Q187997,vegetation,5,,
Q2923911,empoldered inlet,5,,
Q52948,interaction,5,,
Q3809453,planned road,5,,
Q10855469,education trade union,5,,
Q109927108,Cabinet of Senegal,5,,
Q1722815,kamae,5,,
Q71943204,alkali metal cation,5,,
Q11268718,Keyhole-shaped kofun,5,,
Q193181,observation,5,,
Q21044027,information services,5,,
Q209534,scherzo,5,,
Q8436198,free format,5,,
Q5446571,fictional geography,5,,
Q302691,military attaché,5,,
Q32859549,fictional game,5,,
Q1762314,Danamon Open,5,,
Q133440,Taipei WTA Ladies Open,5,,
Q83966,communication theory,5,,
Q92272084,Q92272084,5,,
Q653598,perron,5,,
Q8183,phoneme,5,,
Q154507,speleothem,5,,
Q33565,stilt house,5,,
Q214261,oil refining,5,,
Q42425147,samekh,5,,
Q57976524,debut solo album,5,,
Q21262209,excess,5,,
Q1460420,emergency management,5,,
Q1063010,character piece,5,,
Q3533782,Ladies Tour of Qatar,5,,
Q11883090,module,5,,
Q28933594,motorized infantry division,5,,
Q299475,ATP Itaparica,5,,
Q7603895,state university or college,5,,
Q1770203,instrumentation,5,,
Q3280375,sovereign houses from Europe,5,,
Q1567915,diesel multiple unit,5,,
Q12310114,angel,5,,
Q3649351,Cachantún Cup,5,,
Q281721,chimera,5,,
Q3683812,Columbus Open,5,,
Q26618428,Q26618428,5,,
Q3644666,partisan brigade,5,,
Q1932812,Reference rate,5,,
Q1542813,Grand Prix des Amériques,5,,
Q18681625,Hollywood Film Awards,5,,
Q782673,highway patrol,5,,
Q1128500,museum of sacred art,5,,
Q787114,abstract machine,5,,
Q3348164,Catholic liturgical object,5,,
Q52987303,bank museum,5,,
Q3883137,Open GDF Suez Nantes Atlantique,5,,
Q606172,Open Tarragona Costa Daurada,5,,
Q3661855,Finnish adverbial case,5,,
Q1056817,Anaphora,5,,
Q3927247,borough of Florence,5,,
Q209440,galvanic cell,5,,
Q3949413,Chilean Open,5,,
Q3999222,Orbetello Challenger,5,,
Q14559724,Foersteria Arai & Brinckmann-Voss (1980),5,,
Q20683285,neighbourhood in Rio de Janeiro,5,,
Q1000858,region of the Faroe Islands,5,,
Q843941,anti-aircraft warfare,5,,
Q4469293,shock army,5,,
Q20867284,autonomous oblast of the Russian Soviet Federative Socialist Republic,5,,
Q523058,Prikaz,5,,
Q4574284,oil crisis,5,,
Q421952,ग,5,,
Q3373213,झ,5,,
Q1544543,Greektown,5,,
Q28730356,census in Romania,5,,
Q4411732,sacred boulder,5,,
Q2494447,part principality,5,,
Q11795110,religious rite,5,,
Q15851373,crosslink page,5,,
Q8228287,airliner shootdown incident,5,,
Q852288,ECO Cup,5,,
Q4815989,Atlanta 500 Classic,5,,
Q105576559,Civil affairs group,5,,
Q47464465,commando regiment,5,,
Q5602916,Green National Convention,5,,
Q5531821,General Cup,5,,
Q831124,Beth din,5,,
Q6383498,Kehoe Cup,5,,
Q56850939,cricket match,5,,
Q4942801,Boodles Challenge,5,,
Q5618454,gun violence,5,,
Q82264,catalysis,5,,
Q19272838,board video game,5,,
Q3915038,village sign language,5,,
Q2341429,kosha,5,,
Q80418413,light infantry battalion,5,,
Q2949123,Asian Championship,5,,1
Q742482,United States Assistant Secretary of State,5,,
Q133327,spacetime,5,,
Q8068978,Zen center,5,,
Q66587127,oxidoreductase inhibitor,5,,
Q2743357,2011 European Youth Summer Olympic Festival,5,,1
Q1930355,railroad police,5,,
Q9328551,space habitat,5,,
Q4836492,British Railways Standard Class 5,5,,
Q2860026,arch,5,,
Q61755026,LGBT publisher,5,,
Q3555197,Catalan myths and legends,5,,
Q2001851,list of banana cultivars,5,,
Q3775635,alpine major sector,5,,
Q68250944,planning commission,5,,
Q12002092,welfare,5,,
Q1641413,job scheduler,5,,
Q733553,channel,5,,
Q6978068,National Reserve,5,,
Q13600188,conceptual framework,5,,
Q28549308,fake news,5,,
Q80091,integral,5,,
Q3033613,administrative document,5,,
Q1186870,DBCS,5,,
Q110316343,partially elected legislative house,5,,
Q108415700,independent academic institution,5,,
Q108431928,private university in Alberta,5,,
Q842729,set-top box,5,,
Q7311343,religious corporation,5,,
Q331483,demolition,5,,
Q63352690,hunting reserve,5,,
Q98066215,embedded Runge-Kutta method,5,,
Q20995522,title of nobility in the United Kingdom,5,,
Q5434359,fantasy sport,5,,
Q7162,genetics,5,,
Q18688045,nature reserve,5,,
Q4388799,outerwear,5,,
Q6485018,lands administrative division of Western Australia,5,,
Q6087062,legal proceeding,5,,
Q12760618,Filozofski fakultet,5,,
Q2932373,Cabinet of New Zealand,5,,
Q5461329,Florida District Courts of Appeal,5,,
Q15985282,act of the General Assembly of Nova Scotia,5,,
Q28398102,business rivalry,5,,
Q97375967,Road class,5,,
Q5141248,cognitive test,5,,
Q62470341,music newspaper,5,,
Q99748589,awareness campaign,5,,
Q675911,Voivodeship sejmik,5,,
Q60551191,graph query language,5,,
Q522344,score,5,,
Q25530424,Guernsey general election,5,,1
Q209190,low pressure area,5,,
Q172378,stance,5,,
Q3705882,estuarine lagoon,5,,
Q5782827,Q5782827,5,,
Q5404269,ethnic history,5,,
Q1187201,international arbitration,5,,
Q2516180,car club,5,,
Q110164298,Cercanías service,5,,
Q6060877,investment promotion agency,5,,
Q3333265,parroquia of Galicia,5,,
Q5110339,Christian media,5,,
Q11422542,international conflict,5,,
Q28821169,national health service,5,,
Q28517354,sesma,5,,
Q43307012,autonomous external control body,5,,
Q17378017,subregion of Tabasco,5,,
Q7292715,range war,5,,1
Q355358,nobility archive,5,,
Q12826678,Arabic maqam,5,,
Q3085683,planning region of Latvia,5,,
Q7604410,statistical region of Latvia,5,,
Q76821174,tool manufacturing company,5,,
Q1956140,payment service provider,5,,
Q2863,cologne,5,,
Q1052689,land run,5,,
Q36442,political science,5,,
Q1455182,dictionary of foreign words,5,,
Q2597587,XSLT processor,5,,
Q1457145,cooking show,5,,
Q109235481,buddhist cemetery,5,,
Q3097744,heiau,5,,
Q274079,quiz,5,,
Q38034470,fictional association football team,5,,
Q107663164,military history organization,5,,
Q7257998,public swimming pool in Hong Kong,5,,
Q30620203,abandoned entity,5,,
Q12117,cereal,5,,
Q847556,protein folding,5,,
Q11632323,police misconduct,5,,
Q3435941,administrative territorial entity of Croatia,5,,
Q193983,metalanguage,5,,
Q22304653,family-group name based on a later homonym,5,,
Q7604387,statistical data type,5,,
Q1186978,DOS extender,5,,
Q192401,fountain pen,5,,
